epoch,train_loss,val_loss,exact_acc,bit_acc,hamming_loss,precision,recall,f1,pred_positive_rate,true_positive_rate
1,0.5352773698635924,0.34367899121218964,0.39541984732824426,0.9264994547437295,0.07350054525627048,0.3448763250883392,0.5368536853685368,0.4199655765920826,0.07715376226826609,0.049563794983642315
2,0.35063532771875805,0.3173531712466524,0.4083969465648855,0.9263904034896401,0.07360959651035992,0.34866163349347973,0.5588558855885588,0.42941673710904477,0.07944383860414395,0.049563794983642315
3,0.33079901044663185,0.3054709030926683,0.4404580152671756,0.9331515812431843,0.06684841875681569,0.3833701250919794,0.5731573157315731,0.45943562610229277,0.07410032715376227,0.049563794983642315
4,0.31781763504493055,0.2951440612778409,0.43740458015267175,0.9325517993456924,0.06744820065430757,0.3861111111111111,0.6116611661166117,0.4733929331630481,0.07851690294438386,0.049563794983642315
5,0.30783976008360064,0.29001047065239827,0.42900763358778626,0.9333696837513631,0.06663031624863691,0.39078855547801816,0.6160616061606161,0.47822374039282667,0.07813522355507088,0.049563794983642315
6,0.3001679436387759,0.2849001150094826,0.4198473282442748,0.9313522355507088,0.06864776444929122,0.3837981407702523,0.6358635863586358,0.4786749482401656,0.08211559432933478,0.049563794983642315
7,0.29403642896796756,0.2828480819254431,0.42290076335877863,0.9326063249727372,0.06739367502726279,0.39004707464694016,0.6380638063806381,0.48414023372287146,0.08107960741548528,0.049563794983642315
8,0.28898167634060373,0.27976340005415995,0.42290076335877863,0.9316793893129771,0.06832061068702289,0.3872870249017038,0.6501650165016502,0.4854209445585216,0.083206106870229,0.049563794983642315
9,0.28534719906000716,0.27801524268761846,0.43206106870229005,0.9324972737186478,0.06750272628135223,0.39069767441860465,0.6468646864686468,0.4871582435791218,0.08206106870229007,0.049563794983642315
10,0.28208309084341987,0.27652630182622956,0.4183206106870229,0.9302617230098146,0.06973827699018542,0.38156209987195905,0.6556655665566556,0.48239579117766085,0.0851690294438386,0.049563794983642315
11,0.2791312004767158,0.27518506982854307,0.43740458015267175,0.9344056706652126,0.06559432933478737,0.40107671601615075,0.6556655665566556,0.4977035490605428,0.08102508178844056,0.049563794983642315
12,0.27717864194269465,0.27495751913267236,0.42442748091603055,0.929989094874591,0.07001090512540897,0.3830318153462258,0.6754675467546755,0.4888535031847134,0.08740458015267176,0.049563794983642315
13,0.2749802361214564,0.2740219243155181,0.42366412213740456,0.9291166848418757,0.0708833151581243,0.3805742211362248,0.6853685368536854,0.48939512961508247,0.08925845147219193,0.049563794983642315
14,0.27316340531049554,0.27209045372846474,0.4305343511450382,0.9302071973827699,0.06979280261723009,0.38296529968454257,0.6677667766776678,0.4867682437850842,0.08642311886586695,0.049563794983642315
15,0.2722271964121784,0.2720239270734423,0.4312977099236641,0.9292257360959651,0.07077426390403485,0.37851342910680824,0.6666666666666666,0.48286852589641427,0.08729552889858233,0.049563794983642315
16,0.2699997131663849,0.27197815475573067,0.4259541984732824,0.9275899672846237,0.07241003271537627,0.3740228502705953,0.6842684268426843,0.4836702954898911,0.09067611777535442,0.049563794983642315
17,0.26884643115440293,0.27172503917271856,0.43740458015267175,0.9309705561613959,0.0690294438386041,0.3849129593810445,0.6567656765676567,0.4853658536585366,0.08456924754634679,0.049563794983642315
18,0.26757095676497844,0.2717841102876736,0.43206106870229005,0.9297164667393675,0.07028353326063252,0.37989886219974717,0.6611661166116611,0.48253713368125245,0.08625954198473282,0.049563794983642315
19,0.26680481858518795,0.2709252000765036,0.4396946564885496,0.9302071973827699,0.06979280261723009,0.3828174352495262,0.6666666666666666,0.4863563402889245,0.08631406761177754,0.049563794983642315
20,0.26532107095018465,0.2713537901867437,0.433587786259542,0.9292802617230098,0.07071973827699018,0.37995049504950495,0.6754675467546755,0.4863366336633663,0.088113413304253,0.049563794983642315
21,0.2647498786238956,0.27100001409763597,0.4480916030534351,0.9335332606324973,0.06646673936750269,0.3963903743315508,0.6523652365236524,0.4931392931392931,0.08157033805888768,0.049563794983642315
22,0.2635216876213094,0.2702729317978138,0.44198473282442746,0.9308615049073065,0.06913849509269354,0.38731952291274324,0.6787678767876788,0.49320543565147884,0.08685932388222464,0.049563794983642315
23,0.26272131186060427,0.26963345958986357,0.4435114503816794,0.9320065430752453,0.06799345692475467,0.39152759948652116,0.671067106710671,0.49452776651803815,0.08495092693565975,0.049563794983642315
24,0.26189340752860385,0.2703586630238832,0.4366412213740458,0.9298255179934569,0.07017448200654308,0.3831891223733004,0.682068206820682,0.4907004352987732,0.08822246455834241,0.049563794983642315
25,0.2611883867956523,0.27085617735185696,0.43206106870229005,0.9308615049073065,0.06913849509269354,0.385886840432295,0.6677667766776678,0.4891216760676873,0.08576881134133042,0.049563794983642315
26,0.26031711007557107,0.2703161320613541,0.4404580152671756,0.9302617230098146,0.06973827699018542,0.3849502487562189,0.680968096809681,0.49185538339292806,0.08767720828789531,0.049563794983642315
27,0.2594594051305928,0.26997321871400787,0.4389312977099237,0.9308615049073065,0.06913849509269354,0.3867507886435331,0.6743674367436744,0.491579791499599,0.08642311886586695,0.049563794983642315
28,0.25933198750838227,0.2697030743569818,0.4381679389312977,0.9320610687022901,0.06793893129770989,0.39107950872656755,0.6655665566556656,0.49267100977198697,0.08435114503816794,0.049563794983642315
29,0.2580786433400123,0.2706231588625726,0.4305343511450382,0.9305888767720829,0.0694111232279171,0.38495575221238937,0.66996699669967,0.48896025692492967,0.08625954198473282,0.049563794983642315
30,0.25726984532012764,0.2702951664233026,0.4404580152671756,0.932824427480916,0.06717557251908401,0.3942370661427636,0.6622662266226622,0.49425287356321834,0.08326063249727372,0.049563794983642315
31,0.256821766396155,0.2717010266453255,0.45572519083969465,0.9337513631406761,0.06624863685932392,0.398406374501992,0.6600660066006601,0.49689440993788814,0.08211559432933478,0.049563794983642315
32,0.2563140645899102,0.2705213359749044,0.4435114503816794,0.9319520174482007,0.06804798255179934,0.3909967845659164,0.6688668866886689,0.49350649350649356,0.08478735005452563,0.049563794983642315
33,0.255350368200174,0.27094916560267673,0.4587786259541985,0.9341330425299891,0.06586695747001092,0.3993265993265993,0.6523652365236524,0.495405179615706,0.08097055616139585,0.049563794983642315
34,0.2550830148255741,0.2708648754895188,0.44122137404580153,0.9313522355507088,0.06864776444929122,0.38910012674271227,0.6754675467546755,0.4937675914756735,0.08604143947655397,0.049563794983642315
35,0.25441801276660236,0.2700998936445658,0.44580152671755724,0.9320610687022901,0.06793893129770989,0.39315155358275206,0.682068206820682,0.49879324215607396,0.08598691384950927,0.049563794983642315
36,0.25377126612902645,0.2695915390061968,0.44274809160305345,0.931515812431843,0.068484187568157,0.389278876834716,0.671067106710671,0.49273021001615513,0.08544165757906216,0.049563794983642315
37,0.25297097402131835,0.27051444299348437,0.43587786259541983,0.9306979280261723,0.06930207197382765,0.38544303797468354,0.66996699669967,0.489353153877059,0.0861504907306434,0.049563794983642315
38,0.2525998435133763,0.270399809884661,0.4488549618320611,0.9312977099236641,0.06870229007633588,0.3892744479495268,0.6787678767876788,0.49478748997594224,0.08642311886586695,0.049563794983642315
39,0.2520171086150832,0.2706036945790735,0.44656488549618323,0.9324427480916031,0.0675572519083969,0.3938223938223938,0.6732673267326733,0.49695493300852617,0.08473282442748091,0.049563794983642315
40,0.2515635350763536,0.27055742053585197,0.4549618320610687,0.9325517993456924,0.06744820065430757,0.39378238341968913,0.6688668866886689,0.49571952710966166,0.0841875681570338,0.049563794983642315
41,0.2507216649261179,0.2712329899081747,0.4488549618320611,0.9327699018538713,0.06723009814612868,0.39466840052015606,0.6677667766776678,0.4961176951369024,0.08386041439476553,0.049563794983642315
42,0.25044794418493693,0.2714495095587869,0.449618320610687,0.9318429661941112,0.06815703380588878,0.39063502245028864,0.66996699669967,0.493517017828201,0.08500545256270448,0.049563794983642315
43,0.24990954238009103,0.2710047230920719,0.4450381679389313,0.9322791712104689,0.06772082878953112,0.39320076972418216,0.6743674367436744,0.4967585089141004,0.08500545256270448,0.049563794983642315
44,0.24954714378479625,0.2707889673819069,0.4450381679389313,0.9329334787350054,0.06706652126499457,0.3970493906350224,0.680968096809681,0.5016207455429498,0.08500545256270448,0.049563794983642315
45,0.24861521390040064,0.2710277180635292,0.4534351145038168,0.9329880043620502,0.0670119956379498,0.39556135770234985,0.6666666666666666,0.49651782056534205,0.08353326063249727,0.049563794983642315
46,0.24825966147992828,0.27214847521017527,0.4541984732824427,0.9308069792802617,0.06919302071973832,0.3880597014925373,0.6864686468646864,0.4958283671036948,0.08767720828789531,0.049563794983642315
47,0.2478456344170342,0.2717642034283121,0.4534351145038168,0.9330425299890949,0.06695747001090513,0.39622641509433965,0.66996699669967,0.49795584627964024,0.08380588876772083,0.049563794983642315
48,0.24754826644320688,0.2707203210765169,0.4480916030534351,0.9319520174482007,0.06804798255179934,0.3922441195168468,0.6787678767876788,0.4971796937953264,0.08576881134133042,0.049563794983642315
49,0.2471441348577688,0.2720286894390601,0.45190839694656487,0.9329880043620502,0.0670119956379498,0.3974358974358974,0.682068206820682,0.5022276225192386,0.08505997818974918,0.049563794983642315
50,0.24659059140536138,0.27167203066913226,0.4549618320610687,0.9336423118865868,0.06635768811341325,0.39947780678851175,0.6732673267326733,0.5014338385907415,0.08353326063249727,0.049563794983642315
51,0.24585958037651276,0.27286609852586996,0.4534351145038168,0.9329880043620502,0.0670119956379498,0.3962386511024643,0.6721672167216721,0.49857201142390856,0.08407851690294438,0.049563794983642315
52,0.24556599882216051,0.2708092714994008,0.4541984732824427,0.9329334787350054,0.06706652126499457,0.397444089456869,0.6842684268426843,0.5028294260307195,0.08533260632497273,0.049563794983642315
53,0.24519360001748425,0.27238062119665946,0.4534351145038168,0.931897491821156,0.068102508178844,0.39308176100628933,0.6875687568756875,0.5002000800320129,0.0866957470010905,0.049563794983642315
54,0.24485713872069462,0.2721649739123483,0.4541984732824427,0.9327153762268267,0.06728462377317335,0.3953638119768191,0.6754675467546755,0.4987814784727863,0.0846782988004362,0.049563794983642315
55,0.24412675597247196,0.27164836448567514,0.46030534351145036,0.9327153762268267,0.06728462377317335,0.3960332693538068,0.680968096809681,0.5008090614886731,0.08522355507088332,0.049563794983642315
56,0.24382919637124761,0.272386012505029,0.45572519083969465,0.9324972737186478,0.06750272628135223,0.394888178913738,0.6798679867986799,0.4995957962813258,0.08533260632497273,0.049563794983642315
57,0.24339982964799567,0.2729394769850578,0.45038167938931295,0.9312977099236641,0.06870229007633588,0.389413988657845,0.6798679867986799,0.4951923076923077,0.08653217011995638,0.049563794983642315
58,0.2430597104560239,0.27238551542049144,0.4580152671755725,0.9333696837513631,0.06663031624863691,0.3983105912930474,0.6743674367436744,0.5008169934640523,0.08391494002181026,0.049563794983642315
59,0.2429500157868596,0.27271189098139753,0.45038167938931295,0.9314612868047982,0.06853871319520177,0.3911138923654568,0.6875687568756875,0.4986039090546469,0.0871319520174482,0.049563794983642315
60,0.24211371687332806,0.2723222521880201,0.45190839694656487,0.9327153762268267,0.06728462377317335,0.39629865985960433,0.6831683168316832,0.5016155088852989,0.08544165757906216,0.049563794983642315
61,0.24203099753251853,0.2728310645536612,0.45725190839694657,0.9329334787350054,0.06706652126499457,0.3969171483622351,0.6798679867986799,0.5012165450121654,0.08489640130861505,0.049563794983642315
62,0.24147053814373481,0.2732708297613013,0.4648854961832061,0.9346237731733915,0.06537622682660849,0.40397350993377484,0.671067106710671,0.5043406366267051,0.08233369683751363,0.049563794983642315
63,0.2408992639847852,0.2731350371855816,0.45190839694656487,0.931897491821156,0.068102508178844,0.3938826466916355,0.6941694169416942,0.5025886101154918,0.08735005452562704,0.049563794983642315
64,0.24069188530947055,0.2741774573125912,0.4534351145038168,0.9334242093784079,0.06657579062159213,0.3985695708712614,0.6743674367436744,0.5010216591744994,0.08386041439476553,0.049563794983642315
65,0.24002383925528398,0.27431256070391824,0.46412213740458014,0.9348964013086151,0.06510359869138493,0.40493662441627754,0.6677667766776678,0.5041528239202658,0.08173391494002182,0.049563794983642315
66,0.2394951615887167,0.27432315263129375,0.4618320610687023,0.9314067611777536,0.06859323882224644,0.39004410838059234,0.680968096809681,0.49599358974358976,0.08653217011995638,0.049563794983642315
67,0.2394264245800081,0.2733903843027945,0.45648854961832064,0.9321701199563796,0.06782988004362045,0.3953778888194878,0.6963696369636964,0.5043824701195219,0.08729552889858233,0.049563794983642315
68,0.23913455077154214,0.2748827813235858,0.4450381679389313,0.93113413304253,0.06886586695746999,0.3883984867591425,0.6776677667766776,0.49378757515030064,0.08647764449291166,0.049563794983642315
69,0.23872677046655585,0.276085089636213,0.4687022900763359,0.9342420937840785,0.06575790621592148,0.4021094264996704,0.671067106710671,0.5028854080791426,0.0827153762268266,0.049563794983642315
70,0.2383333806899195,0.27541868591126595,0.46412213740458014,0.9329334787350054,0.06706652126499457,0.3967845659163987,0.6787678767876788,0.5008116883116883,0.08478735005452563,0.049563794983642315
71,0.23785247385649763,0.27537744586704344,0.4633587786259542,0.9340785169029444,0.06592148309705559,0.4024707412223667,0.680968096809681,0.5059256232120964,0.08386041439476553,0.049563794983642315
72,0.2374407577336028,0.2774201047329502,0.47022900763358777,0.9342966194111232,0.06570338058887681,0.4031413612565445,0.6776677667766776,0.5055395978662289,0.08331515812431843,0.049563794983642315
73,0.2371819892026787,0.2768415426479951,0.47022900763358777,0.9337513631406761,0.06624863685932392,0.4002607561929596,0.6754675467546755,0.502660663119116,0.08364231188658669,0.049563794983642315
74,0.2362609522889693,0.277838547539165,0.4717557251908397,0.9357688113413304,0.06423118865866961,0.40967092008059103,0.671067106710671,0.5087572977481234,0.0811886586695747,0.049563794983642315
75,0.23649308761241533,0.27657605204873414,0.47099236641221376,0.9329334787350054,0.06706652126499457,0.3970493906350224,0.680968096809681,0.5016207455429498,0.08500545256270448,0.049563794983642315
76,0.23620119702272183,0.2774717780469938,0.4648854961832061,0.93113413304253,0.06886586695746999,0.38978829389788294,0.6886688668866887,0.4978131212723658,0.08756815703380588,0.049563794983642315
77,0.23582676427353882,0.27854222104749604,0.47557251908396947,0.934351145038168,0.06564885496183204,0.40302432610124916,0.6743674367436744,0.5045267489711934,0.08293347873500545,0.049563794983642315
78,0.23515520489302316,0.2785337039532552,0.47480916030534354,0.9354961832061068,0.06450381679389317,0.407557354925776,0.6644664466446645,0.5052279381012129,0.08080697928026172,0.049563794983642315
79,0.2347674793950427,0.2779834927038382,0.483206106870229,0.9355507088331516,0.06444929116684839,0.4095427435387674,0.6798679867986799,0.5111662531017369,0.08227917121046892,0.049563794983642315
80,0.23470214766146777,0.27924824052184594,0.4778625954198473,0.9344601962922574,0.0655398037077426,0.404060248853962,0.6787678767876788,0.5065681444991791,0.08326063249727372,0.049563794983642315
81,0.2341877309949281,0.27959483393276013,0.4770992366412214,0.9352235550708833,0.06477644492911672,0.40656396517079707,0.6677667766776678,0.5054121565362198,0.08140676117775354,0.049563794983642315
82,0.23390570404102248,0.2806538008096564,0.4679389312977099,0.9326063249727372,0.06739367502726279,0.3971050975456262,0.6941694169416942,0.5052041633306645,0.0866412213740458,0.049563794983642315
83,0.23365001244771616,0.28142971064298206,0.4732824427480916,0.9344601962922574,0.0655398037077426,0.4033003300330033,0.6721672167216721,0.5041254125412541,0.08260632497273719,0.049563794983642315
84,0.23306969093170574,0.2816262112774012,0.46564885496183206,0.9316793893129771,0.06832061068702289,0.3933002481389578,0.6974697469746974,0.5029750099166996,0.08789531079607416,0.049563794983642315
85,0.23259482538854834,0.28189130521002614,0.467175572519084,0.9321155943293348,0.06788440567066523,0.39326556543837354,0.680968096809681,0.4985904148207812,0.08582333696837513,0.049563794983642315
86,0.23241893892798812,0.280809977718892,0.46946564885496184,0.9339149400218103,0.0660850599781897,0.4014313597918022,0.6787678767876788,0.5044971381847916,0.08380588876772083,0.049563794983642315
87,0.23243690659968447,0.28280464620080614,0.47557251908396947,0.9340785169029444,0.06592148309705559,0.4015748031496063,0.6732673267326733,0.5030826140567202,0.08309705561613959,0.049563794983642315
88,0.23188663173789034,0.2828246144393018,0.4801526717557252,0.9357142857142857,0.06428571428571428,0.40939597315436244,0.671067106710671,0.5085452271779908,0.0812431842966194,0.049563794983642315
89,0.23161057330914003,0.28376398955592674,0.4725190839694656,0.933969465648855,0.06603053435114503,0.4027061855670103,0.6875687568756875,0.5079236082893133,0.0846237731733915,0.049563794983642315
90,0.2311124978208387,0.2851130504189557,0.48091603053435117,0.9363140676117775,0.06368593238822251,0.41220338983050847,0.6688668866886689,0.5100671140939598,0.08042529989094875,0.049563794983642315
91,0.23074082002871407,0.2834477959698393,0.4687022900763359,0.9341330425299891,0.06586695747001092,0.4028589993502274,0.682068206820682,0.5065359477124183,0.08391494002181026,0.049563794983642315
92,0.23065877336483234,0.2861009229685514,0.4816793893129771,0.9328789531079608,0.06712104689203924,0.39705882352941174,0.6831683168316832,0.5022240194096239,0.08527808069792803,0.049563794983642315
93,0.23002544129070013,0.28441554121388735,0.47557251908396947,0.9344056706652126,0.06559432933478737,0.40290620871862615,0.671067106710671,0.5035080478745356,0.08255179934569247,0.049563794983642315
94,0.23018198441426066,0.2860397697860048,0.47938931297709925,0.9358233369683752,0.06417666303162484,0.4101876675603217,0.6732673267326733,0.5097875885047897,0.08135223555070883,0.049563794983642315
95,0.2299758792151065,0.28591094581225446,0.4725190839694656,0.9333151581243184,0.06668484187568158,0.3984476067270375,0.6776677667766776,0.5018329938900203,0.08429661941112322,0.049563794983642315
96,0.23007344369625268,0.2855660307498379,0.4763358778625954,0.9338058887677209,0.06619411123227914,0.40154938670109747,0.6842684268426843,0.5061025223759154,0.08446019629225736,0.049563794983642315
97,0.22966884419614975,0.28638254235718996,0.47557251908396947,0.9351690294438386,0.06483097055616138,0.4070385126162019,0.6743674367436744,0.5076604554865425,0.08211559432933478,0.049563794983642315
98,0.22915421971259486,0.28590983589186925,0.47938931297709925,0.9351690294438386,0.06483097055616138,0.4062918340026774,0.6677667766776678,0.5052018310445276,0.08146128680479825,0.049563794983642315
99,0.228970260466185,0.2873109057204414,0.47938931297709925,0.9355507088331516,0.06444929116684839,0.4080808080808081,0.6666666666666666,0.506265664160401,0.08097055616139585,0.049563794983642315
100,0.22884154986745872,0.28702977172291005,0.47557251908396947,0.934732824427481,0.06526717557251904,0.40450928381962864,0.671067106710671,0.5047579644187008,0.08222464558342421,0.049563794983642315
101,0.2287755114052855,0.28782701123761767,0.4770992366412214,0.9329880043620502,0.0670119956379498,0.3963730569948187,0.6732673267326733,0.4989808397880148,0.0841875681570338,0.049563794983642315
102,0.22793191874452756,0.2885299945150623,0.47557251908396947,0.9347873500545256,0.06521264994547438,0.4055299539170507,0.6776677667766776,0.5074135090609554,0.08282442748091604,0.049563794983642315
103,0.22803100406566087,0.28747370579770504,0.47404580152671755,0.934351145038168,0.06564885496183204,0.4049000644745326,0.6908690869086909,0.510569105691057,0.08456924754634679,0.049563794983642315
104,0.2277529904560907,0.28899950721791684,0.47557251908396947,0.9346782988004362,0.06532170119956382,0.4044943820224719,0.6732673267326733,0.5053674649050371,0.08249727371864776,0.049563794983642315
105,0.22743795025118846,0.2886614713960022,0.4763358778625954,0.9344056706652126,0.06559432933478737,0.4035433070866142,0.6765676567656765,0.5055487053020961,0.08309705561613959,0.049563794983642315
106,0.22692321725566553,0.2888127340615251,0.48091603053435117,0.9352780806979281,0.06472191930207194,0.4078249336870027,0.6765676567656765,0.5088953247827886,0.08222464558342421,0.049563794983642315
107,0.2269067043827153,0.28976081741675164,0.47480916030534354,0.9352780806979281,0.06472191930207194,0.40720961281708945,0.671067106710671,0.5068550062318239,0.0816793893129771,0.049563794983642315
108,0.22700293830024032,0.2899616805651716,0.47404580152671755,0.9353871319520175,0.0646128680479825,0.40956749672346004,0.6875687568756875,0.513347022587269,0.083206106870229,0.049563794983642315
109,0.226593372714408,0.2896997631051158,0.47480916030534354,0.9335332606324973,0.06646673936750269,0.39856020942408377,0.66996699669967,0.49979482970865824,0.08331515812431843,0.049563794983642315
110,0.22654197191686934,0.29030391100708763,0.47022900763358777,0.9327699018538713,0.06723009814612868,0.39668367346938777,0.6842684268426843,0.5022204279370206,0.08549618320610687,0.049563794983642315
111,0.2260391794615835,0.291035175050488,0.47480916030534354,0.933969465648855,0.06603053435114503,0.4011780104712042,0.6743674367436744,0.5030775543701272,0.08331515812431843,0.049563794983642315
112,0.22587359931706064,0.2918691002230608,0.4763358778625954,0.9344601962922574,0.0655398037077426,0.40278699402786994,0.6677667766776678,0.5024834437086093,0.0821701199563795,0.049563794983642315
113,0.2256582230613941,0.29127515681827343,0.4801526717557252,0.9344056706652126,0.06559432933478737,0.4021304926764314,0.6644664466446645,0.5010369141435089,0.08189749182115594,0.049563794983642315
114,0.22546493050296199,0.292368534548592,0.46946564885496184,0.9338604143947655,0.06613958560523447,0.40091264667535853,0.6765676567656765,0.5034793286942285,0.08364231188658669,0.049563794983642315
115,0.22496611683690426,0.2930333476940184,0.47938931297709925,0.9327153762268267,0.06728462377317335,0.39629865985960433,0.6831683168316832,0.5016155088852989,0.08544165757906216,0.049563794983642315
116,0.22500832626600714,0.29358347294894793,0.4801526717557252,0.9346782988004362,0.06532170119956382,0.4051214707813526,0.6787678767876788,0.5074013157894737,0.08304252998909488,0.049563794983642315
117,0.22491903898597196,0.29332779500320666,0.4778625954198473,0.9332606324972738,0.06673936750272624,0.3993610223642173,0.6875687568756875,0.5052546483427648,0.08533260632497273,0.049563794983642315
118,0.2244760598286938,0.2927013583765685,0.48244274809160304,0.9357142857142857,0.06428571428571428,0.40902964959568733,0.6677667766776678,0.5073129962390305,0.08091603053435115,0.049563794983642315
119,0.22458068057994257,0.2943472170647774,0.4801526717557252,0.9353326063249727,0.06466739367502727,0.40710932260228033,0.6677667766776678,0.5058333333333332,0.08129770992366413,0.049563794983642315
120,0.22424535914376664,0.294594344837975,0.4732824427480916,0.9314067611777536,0.06859323882224644,0.39045825486503455,0.6842684268426843,0.49720223820943255,0.08685932388222464,0.049563794983642315
121,0.2238163255705454,0.29507073891981866,0.47557251908396947,0.9334787350054525,0.06652126499454747,0.400765794511806,0.6908690869086909,0.507269789983845,0.08544165757906216,0.049563794983642315
122,0.2238085690141293,0.2956259169651352,0.47480916030534354,0.9346782988004362,0.06532170119956382,0.4037308461025983,0.6666666666666666,0.5029045643153527,0.08184296619411123,0.049563794983642315
123,0.22390189962001172,0.2959028598006445,0.48091603053435117,0.9355507088331516,0.06444929116684839,0.4085733422638982,0.671067106710671,0.507910074937552,0.08140676117775354,0.049563794983642315
124,0.22371675944448904,0.29502248195291475,0.4816793893129771,0.9337513631406761,0.06624863685932392,0.40167095115681234,0.6875687568756875,0.5070993914807302,0.08484187568157034,0.049563794983642315
